(500,500,3) * * * * 1.22 28569 28569 28569 28569 1.044806359059 1.044806359059 1.044806359059 1.044806359059
(500,1500,3) * * * * 1.03 20623 13352.6 7700.08 0 1.121437457274 1.121437457274 1.121437457274 1.121437457274
(500,2500,3) * * * * 1.12 26931 26931 26931 26931 1.013820434604 1.013820434604 1.013820434604 1.013820434604
(500,3500,3) * * * * 1.63 27340 27340 27340 27340 1.167498605382 1.167498605382 1.167498605382 1.167498605382
(500,4500,3) * * * * 1.88 20172 20172 20172 20172 1.010892141596 1.010892141596 1.010892141596 1.010892141596
(500,5500,3) * * * * 1.98 29184 29184 29184 29184 1.138785142468 1.138785142468 1.138785142468 1.138785142468
(500,6500,3) * * * * 1.78 37171 37171 37171 37171 1.061301514043 1.061301514043 1.061301514043 1.061301514043
(1500,500,3) * * * * 1.75 19968 19968 19968 19968 1.149686863883 1.149686863883 1.149686863883 1.149686863883
(1500,1500,3) * * * * 1.21 26726 26726 26726 26726 1.192815823534 1.192815823534 1.192815823534 1.192815823534
(1500,2500,3) * * * * 1.37 22220 22220 22220 22220 1.057263096552 1.057263096552 1.057263096552 1.057263096552
(1500,3500,3) * * * * 1.78 37171 37171 37171 37171 1.119469893819 1.119469893819 1.119469893819 1.119469893819
(1500,4500,3) * * * * 1.62 24473 24473 24473 24473 1.122487966027 1.122487966027 1.122487966027 1.122487966027
(1500,5500,3) * * * * 1.08 32665 32665 32665 32665 1.118727861284 1.118727861284 1.118727861284 1.118727861284
(1500,6500,3) * * * * 1.63 22016 22016 22016 22016 1.052385509824 1.052385509824 1.052385509824 1.052385509824
(2500,500,3) * * * * 1.4 37990 37990 37990 37990 1.191022311756 1.191022311756 1.191022311756 1.191022311756
(2500,1500,3) * * * * 1.92 32870 32870 32870 32870 1.094953821921 1.094953821921 1.094953821921 1.094953821921
(2500,2500,3) * * * * 1.39 37990 37990 37990 37990 1.170817646561 1.170817646561 1.170817646561 1.170817646561
(2500,3500,3) * * * * 1.8 33280 33280 33280 33280 1.142901062721 1.142901062721 1.142901062721 1.142901062721
(2500,4500,3) * * * * 1.41 18944 18944 18944 18944 1.066513020815 1.066513020815 1.066513020815 1.066513020815
(2500,5500,3) * * * * 1.46 33894 33894 33894 33894 1.164621585736 1.164621585736 1.164621585736 1.164621585736
(2500,6500,3) * * * * 1.49 30208 30208 30208 30208 1.08533609038 1.08533609038 1.08533609038 1.08533609038
(3500,500,3) * * * * 1.23 23244 23244 23244 23244 1.177409608159 1.177409608159 1.177409608159 1.177409608159
(3500,1500,3) * * * * 1.22 21196 21196 21196 21196 1.120441846419 1.120441846419 1.120441846419 1.120441846419
(3500,2500,3) * * * * 1.02 19353 19353 19353 19353 1.177529718315 1.177529718315 1.177529718315 1.177529718315
(3500,3500,3) * * * * 1.08 34918 34918 34918 34918 1.141581002388 1.141581002388 1.141581002388 1.141581002388
(3500,4500,3) * * * * 1.07 36966 36966 36966 36966 1.147798313471 1.147798313471 1.147798313471 1.147798313471
