577 2.2361016949152543
-673 5.759
673 1.2703676470588237
578 3.2035185185185187
-74 8.778888888888888
73 3.7923880597014925
130 1.17561797752809
-93 5.87
-89 7.7700000000000005
90 9.37125
-325 9.244827586206897
-245 3.458571428571428
245 9.07875
325 15.770588235294118
-90 4.685625
89 8.029
93 16.009090909090908
-130 3.6079310344827586
131 2.8055913978494624
357 8.766
358 5.840357142857143
-224 14.313125
-223 8.237
-222 33.29785714285715
225 10.941714285714285
-257 5.893552631578948
-18 3.408641975308642
-17 22.530833333333334
15 11.405999999999999
16 1.8577380952380953
76 1.8577380952380953
