-456 4.492666666666667
-368 11.50090909090909
-64 3.2277272727272726
-63 11.775333333333332
-62 12.569375
-61 14.004285714285714
-60 5.948333333333333
57 11.698
-264 9.688181818181818
263 29.474
-440 3.648924731182796
-137 2.007579617834395
-569 11.357916666666666
-56 5.355428571428571
52 16.626315789473683
-122 16.626315789473683
121 13.477333333333332
-67 22.36466666666667
66 16.125
-460 16.125
458 16.050714285714285
-151 4.195428571428572
154 8.141951219512196
-196 14.344285714285714
-29 10.420740740740742
30 15.558125
-268 3.161060606060606
-234 6.851604938271605
-184 5.029074074074074
186 5.029074074074074
