-39539626 5
-5445204#2 5
-5445204#1 5
113939244#2 5
-126606716 5
23339459 5
30405358#1 5
85355912 5
85355911#0 5
85355911#1 5
30405356 5
5931612 5
30350450#0 5
30350450#1 5
30350450#2 5
4006702#0 5
4006702#1 5
4900043 5
4900041#1 5
