205 20.369333333333334
-630 15.342500000000001
-80 14.60325
79 14.60325
-571 18.56551724137931
-570 14.388333333333332
-569 16.034705882352938
-56 26.777142857142856
53 13.129333333333333
54 8.426
55 21.962857142857143
159 16.345
-87 31.24857142857143
-23 15.520967741935483
19 17.088
20 18.95307692307692
25 34.03909090909091
210 11.797727272727274
-14 20.905
13 14.625555555555556
-375 18.782
-374 13.338
-224 14.313125
-223 16.474
-222 33.29785714285715
225 12.353548387096774
-257 14.448709677419355
-18 27.610000000000003
-17 7.307297297297297
15 9.504999999999999
16 9.504999999999999
